image_name,part_0_x,part_0_y,part_1_x,part_1_y,part_2_x,part_2_y,part_3_x,part_3_y,part_4_x,part_4_y,part_5_x,part_5_y,part_6_x,part_6_y,part_7_x,part_7_y,part_8_x,part_8_y,part_9_x,part_9_y,part_10_x,part_10_y,part_11_x,part_11_y,part_12_x,part_12_y,part_13_x,part_13_y,part_14_x,part_14_y,part_15_x,part_15_y,part_16_x,part_16_y,part_17_x,part_17_y,part_18_x,part_18_y,part_19_x,part_19_y,part_20_x,part_20_y,part_21_x,part_21_y,part_22_x,part_22_y,part_23_x,part_23_y,part_24_x,part_24_y,part_25_x,part_25_y,part_26_x,part_26_y,part_27_x,part_27_y,part_28_x,part_28_y,part_29_x,part_29_y,part_30_x,part_30_y,part_31_x,part_31_y,part_32_x,part_32_y,part_33_x,part_33_y,part_34_x,part_34_y,part_35_x,part_35_y,part_36_x,part_36_y,part_37_x,part_37_y,part_38_x,part_38_y,part_39_x,part_39_y,part_40_x,part_40_y,part_41_x,part_41_y,part_42_x,part_42_y,part_43_x,part_43_y,part_44_x,part_44_y,part_45_x,part_45_y,part_46_x,part_46_y,part_47_x,part_47_y,part_48_x,part_48_y,part_49_x,part_49_y,part_50_x,part_50_y,part_51_x,part_51_y,part_52_x,part_52_y,part_53_x,part_53_y,part_54_x,part_54_y,part_55_x,part_55_y,part_56_x,part_56_y,part_57_x,part_57_y,part_58_x,part_58_y,part_59_x,part_59_y,part_60_x,part_60_y,part_61_x,part_61_y,part_62_x,part_62_y,part_63_x,part_63_y,part_64_x,part_64_y,part_65_x,part_65_y,part_66_x,part_66_y,part_67_x,part_67_y
./faces_resize/19932519_555241357932888_8604693065996697600_n.jpg,13,31,13,41,14,51,15,61,18,70,23,79,30,86,38,93,47,94,55,93,63,87,69,80,75,72,77,63,78,53,79,43,80,33,20,31,24,28,30,28,36,29,41,32,54,33,60,30,66,28,72,29,75,33,48,38,47,46,47,53,47,61,41,62,44,64,47,65,50,64,53,62,27,37,30,35,35,35,38,38,35,39,30,39,56,38,60,35,64,35,68,37,65,39,60,39,35,72,40,72,44,72,47,73,51,72,55,72,59,72,55,76,51,78,47,78,44,78,39,77,37,73,44,74,47,75,51,74,57,72,51,74,47,74,44,74
./faces_resize/1d79721a24a16452131d0af047c56511.jpg,19,38,19,46,20,53,22,61,24,68,28,75,34,80,40,84,48,86,55,84,61,80,67,75,71,69,73,62,75,55,77,47,77,39,22,32,27,29,32,28,38,29,44,31,53,31,58,29,64,28,70,30,74,34,48,37,48,42,48,47,48,52,42,56,45,57,48,58,51,57,53,56,29,38,32,36,36,36,40,38,36,39,32,39,56,38,59,36,64,36,67,38,64,39,60,39,37,68,40,65,45,63,48,64,51,63,54,64,58,67,54,70,51,71,48,71,44,71,40,70,38,67,45,66,48,67,51,66,56,67,51,67,48,67,44,67
./faces_resize/20a045633ab4e82fe1cf6a6070a45b67--male-faces-drawing-models-face.jpg,10,35,12,44,14,53,15,62,18,70,23,78,29,85,37,91,46,92,55,91,62,84,68,77,73,69,75,60,76,52,78,43,79,34,16,30,22,28,28,29,34,31,40,33,51,33,57,31,62,28,69,28,74,30,45,37,45,44,45,51,45,57,39,60,42,62,45,63,48,62,51,61,24,37,27,36,32,36,35,38,31,39,27,39,55,38,59,36,64,36,67,37,64,39,60,39,33,72,37,69,41,68,45,70,49,69,53,70,57,72,53,75,49,77,45,77,41,77,37,75,35,72,41,72,45,72,49,72,55,72,49,72,45,72,41,72
./faces_resize/240.jpg,5,37,5,49,7,60,9,71,12,82,18,90,27,95,38,97,49,97,62,96,73,95,83,90,90,81,94,71,96,60,97,48,97,37,8,25,14,20,23,19,31,20,39,24,56,22,64,18,73,15,83,16,90,21,48,33,47,43,47,52,47,61,39,66,43,67,47,68,52,67,57,66,16,35,22,31,29,31,36,36,29,37,22,37,61,35,68,30,75,30,81,33,76,36,68,36,32,79,37,77,44,76,48,77,53,76,61,77,68,79,61,85,54,87,49,88,43,87,37,85,34,80,44,80,48,81,54,80,65,79,54,81,48,81,44,81
./faces_resize/29_medium.jpg,10,33,10,43,10,53,11,62,13,71,18,79,25,86,32,92,41,94,49,94,57,89,63,84,69,77,72,69,74,60,77,51,78,42,18,30,24,28,31,28,37,30,43,34,55,35,61,34,67,33,74,34,77,39,48,39,48,45,48,51,47,57,39,59,43,61,46,63,50,62,53,61,26,36,30,34,35,35,38,38,34,38,29,37,56,40,60,38,65,38,68,41,64,42,60,42,30,70,36,69,41,69,45,70,49,70,53,71,56,73,52,76,48,77,43,77,39,76,35,74,33,71,40,72,44,72,48,72,54,73,48,73,44,73,40,72
./faces_resize/2de6b9b.jpg,0,46,1,58,4,70,5,82,9,93,17,102,25,109,37,114,50,115,63,114,75,109,84,101,92,92,96,82,97,70,97,58,97,46,8,33,13,26,23,24,32,25,41,29,59,28,68,25,76,24,85,26,91,32,49,39,50,47,50,55,51,64,41,72,46,73,51,74,56,72,60,71,19,41,24,37,31,37,36,41,30,42,24,43,63,41,69,37,75,37,80,41,75,43,69,43,32,93,39,88,46,85,51,86,56,85,63,87,68,91,62,94,56,96,50,96,44,96,38,95,35,93,45,90,51,90,56,90,66,91,56,90,50,90,45,90
./faces_resize/3328575_8643221.jpg,19,40,19,48,21,55,23,63,25,70,29,76,34,82,41,87,48,88,56,87,63,82,69,76,73,70,76,62,78,54,79,47,79,39,21,35,25,32,31,32,36,33,41,35,53,35,58,32,64,31,69,31,74,34,47,41,46,46,46,51,45,57,41,61,43,61,46,62,49,61,52,61,28,40,31,38,36,39,39,41,35,42,31,42,57,41,60,38,64,38,68,40,65,42,60,42,36,70,40,69,44,68,47,69,50,68,55,69,60,70,55,73,50,74,47,74,44,74,40,73,37,71,44,70,47,70,50,70,58,70,50,70,47,71,44,70
./faces_resize/357c5d1b5cd08cf21d508518b89ebe3b--model-headshots-model-portfolio.jpg,1,33,2,45,4,56,6,68,9,78,15,88,24,95,35,97,47,97,59,97,70,94,78,86,83,77,86,67,87,55,90,44,91,32,8,28,15,24,24,24,32,26,40,30,57,29,64,25,72,23,81,23,87,28,49,38,49,46,50,54,50,62,41,67,45,69,50,70,54,69,57,67,18,37,24,34,31,35,36,40,30,41,23,41,61,40,66,34,73,34,78,37,74,41,67,41,34,83,39,79,45,78,49,79,54,77,59,79,63,82,59,87,54,89,49,90,44,90,38,88,36,83,45,82,49,83,53,82,61,82,54,82,49,83,44,82
./faces_resize/3856149136_d4595ffdd4.jpg,12,37,13,47,16,57,19,67,21,76,26,85,33,92,42,97,52,97,62,96,70,92,77,84,81,75,83,66,85,56,87,46,87,36,19,33,24,29,31,28,38,29,45,31,54,30,61,29,68,28,75,29,81,33,50,36,50,43,50,49,51,56,43,62,47,62,51,63,54,62,58,61,26,38,30,35,34,35,39,38,34,38,30,38,61,38,65,35,70,35,74,37,70,38,65,38,37,75,42,73,47,71,50,72,54,71,60,73,65,75,60,79,55,81,51,81,47,81,42,79,39,76,47,75,51,75,54,75,64,75,54,76,51,76,47,76
./faces_resize/3eeac35304e9a9aef990eef8a7d39f57---shades-fifty-shades-of-grey.jpg,13,36,14,45,15,54,17,62,20,69,25,76,31,82,38,88,45,90,53,89,60,84,67,77,73,70,77,62,79,53,81,43,82,34,17,30,22,28,28,28,33,29,39,31,49,31,56,29,62,28,69,28,75,31,45,38,45,45,44,51,44,58,39,61,42,62,44,63,47,62,50,61,23,37,27,35,32,36,36,39,31,40,26,40,54,40,58,36,63,36,67,38,64,41,59,41,32,70,36,69,41,68,44,69,48,68,53,69,58,71,53,76,49,78,44,78,40,77,36,75,34,70,41,71,44,72,48,72,56,71,48,72,44,72,40,72
./faces_resize/4331d4d5593a905ceff6f97e1bf86dea.jpg,9,39,10,49,13,59,15,69,19,77,24,85,31,92,39,96,48,97,57,96,64,91,70,83,74,75,77,66,79,57,81,47,82,37,14,31,19,26,27,25,34,26,41,30,52,29,58,25,66,24,73,24,78,29,46,37,46,44,46,51,46,58,40,63,43,64,46,65,50,64,53,62,23,38,27,35,32,36,36,39,32,40,27,40,56,38,60,34,65,34,69,36,66,38,61,38,35,75,39,73,44,72,47,73,51,72,55,73,59,75,55,79,51,81,47,81,43,81,39,79,37,76,44,75,47,76,51,75,57,75,51,76,47,76,44,76
./faces_resize/454f16172dd2baf563aa156d1ee65456--female-models-dark-hair.jpg,10,41,10,50,11,60,12,69,14,78,19,86,26,92,35,95,45,96,55,96,64,93,71,87,77,80,79,70,81,61,83,51,85,41,14,31,19,26,26,25,33,26,40,29,53,29,60,26,67,25,75,27,80,32,46,37,46,44,45,50,45,57,39,62,42,63,45,64,49,63,52,63,21,39,25,36,31,36,35,40,30,41,25,41,58,40,62,37,68,37,72,40,68,42,63,42,31,75,36,72,41,70,45,71,49,70,54,73,60,76,54,80,49,81,45,81,40,81,36,79,34,75,41,74,45,75,50,74,57,76,49,75,45,75,41,75
./faces_resize/461e84e2924b02c7b69579702cb31e29--male-faces-beautiful-men.jpg,6,36,6,47,6,58,6,69,8,80,13,89,18,96,27,101,38,103,49,102,60,98,70,93,77,86,83,77,86,67,89,57,92,47,12,25,19,21,27,21,35,23,42,27,58,29,66,27,73,27,80,29,85,33,50,37,49,45,48,52,48,60,38,64,42,66,45,68,49,67,53,66,21,36,26,34,32,34,37,38,31,40,25,39,59,41,65,39,71,40,75,43,71,45,65,44,28,79,33,76,40,73,44,75,48,75,54,79,58,84,53,88,47,90,42,90,37,89,32,86,31,80,39,80,43,80,48,81,55,84,47,83,43,83,39,82
./faces_resize/490829850.jpg,8,38,8,48,8,59,9,69,12,79,18,87,26,93,35,97,45,99,56,98,66,94,74,88,80,81,84,71,86,62,87,52,88,42,14,29,19,24,27,24,34,26,41,29,55,30,62,28,69,27,77,28,82,33,47,37,47,45,46,52,46,59,39,63,42,64,46,66,50,65,54,64,21,37,26,34,31,34,36,38,31,39,25,39,58,40,63,36,69,36,73,40,68,41,63,41,33,79,37,76,43,74,47,75,50,74,55,76,60,79,55,83,50,85,46,85,42,85,37,83,35,79,43,78,46,78,50,78,58,79,50,79,46,79,43,78
./faces_resize/490862694.jpg,14,39,15,48,17,56,19,65,21,73,26,80,33,85,40,90,49,90,58,89,66,85,72,79,77,71,79,63,80,54,81,46,82,37,21,32,25,29,30,29,36,30,41,31,53,31,58,30,64,29,70,29,74,32,48,38,48,44,48,50,49,57,41,60,45,61,48,62,52,61,55,60,27,39,30,37,34,37,38,39,34,40,30,40,56,39,60,36,64,36,68,38,65,40,60,40,35,69,40,68,44,67,48,67,51,67,56,68,61,69,56,72,51,74,48,74,44,73,39,72,37,69,44,69,48,69,51,69,59,69,51,69,48,70,44,69
./faces_resize/4_Headshot-Dylan-Griner-LA.jpg,11,39,13,49,15,58,18,67,21,75,27,82,34,88,42,94,52,95,61,92,68,86,74,79,79,71,82,63,83,53,83,44,83,34,14,37,18,32,26,31,33,31,41,34,52,33,59,29,67,28,74,29,79,33,47,40,47,47,48,54,49,61,42,64,45,65,49,67,53,65,56,63,24,40,28,38,33,38,37,41,33,42,28,42,57,40,61,36,66,36,70,38,67,40,62,40,37,74,42,73,46,72,50,73,53,71,58,71,62,72,58,76,55,79,51,80,47,80,42,78,39,75,46,75,50,75,54,74,60,72,54,74,50,75,47,75
./faces_resize/4b3402454381f6e13844c31d3e02384d.jpg,9,36,10,46,12,57,14,67,18,76,24,84,31,90,40,96,49,97,58,95,66,90,73,83,79,75,83,66,85,56,86,45,87,35,14,28,20,26,27,27,34,28,41,31,56,31,63,28,69,26,76,24,83,26,49,38,49,45,49,53,49,60,43,64,46,65,49,66,53,65,55,63,23,37,27,34,33,35,38,39,32,40,27,40,59,39,64,34,70,33,75,36,71,39,65,39,34,75,40,72,45,70,49,72,53,70,58,72,64,75,59,80,53,82,49,83,45,82,39,80,37,75,45,75,49,76,53,75,61,75,53,76,49,76,45,75
./faces_resize/52d6e9e58c60539811755e1c89221119--young-models-kid-models.jpg,13,37,14,46,16,54,18,62,21,70,26,77,33,82,40,86,48,88,56,86,63,81,68,76,73,69,75,61,77,53,78,45,79,36,18,33,23,30,29,29,35,30,41,32,53,31,59,29,65,28,71,29,76,31,48,39,48,44,48,50,48,56,43,60,45,61,48,62,51,61,54,60,25,39,29,36,35,37,39,41,34,42,29,41,57,40,60,36,65,36,69,38,66,41,61,41,37,71,41,69,45,67,48,68,51,67,55,69,60,71,55,74,52,75,48,75,45,75,41,74,39,71,45,70,48,70,51,70,57,71,51,71,48,71,45,71
./faces_resize/611395026.jpg,-1,35,0,46,1,57,3,68,6,79,13,87,22,94,33,97,47,97,59,97,70,94,78,88,84,80,87,69,89,59,91,48,92,37,9,28,15,22,24,20,33,22,42,25,55,25,64,22,73,21,81,24,86,30,49,33,48,40,48,47,48,54,39,60,44,62,48,63,53,62,57,60,19,34,25,31,31,31,36,35,30,36,24,36,61,35,65,32,71,32,76,35,72,37,66,37,32,79,37,75,43,72,48,73,53,72,58,75,62,80,58,83,53,84,48,84,43,84,37,83,35,79,43,76,48,77,53,76,60,79,53,79,48,79,43,79
./faces_resize/636317665992600810-689757316.jpg,6,33,7,45,8,57,10,69,14,80,21,89,29,96,39,100,50,101,61,99,70,95,77,87,82,78,86,67,87,56,88,43,88,32,14,32,19,26,27,25,34,26,42,29,56,28,63,25,70,24,77,24,82,30,48,37,49,44,49,51,50,59,41,64,45,65,50,67,54,65,58,64,23,38,28,37,34,37,38,40,33,41,27,41,58,40,63,36,69,36,73,37,70,40,64,41,33,82,38,78,44,76,49,78,54,76,60,78,65,81,61,85,55,87,50,88,45,88,38,86,35,82,44,81,50,81,54,81,63,81,54,81,50,82,44,81
./faces_resize/66472-8.jpg,7,47,7,56,8,66,11,74,16,83,21,90,29,95,39,97,49,97,60,96,69,93,76,87,81,78,85,69,86,59,88,50,87,40,12,31,17,27,25,26,32,27,38,30,53,29,60,27,67,26,74,26,81,30,46,39,46,47,45,54,45,62,38,68,42,69,46,69,50,68,54,66,19,41,24,38,30,37,35,42,29,44,23,44,57,41,62,36,68,36,72,39,69,42,63,42,34,83,38,80,43,78,47,79,51,77,56,78,62,81,57,85,52,87,48,88,44,88,39,86,37,83,44,82,47,82,51,81,60,81,52,82,48,82,44,82
./faces_resize/6831181734296343360b2f77b42edfa0.jpg,14,38,14,48,16,58,18,68,21,78,26,86,32,92,40,98,49,98,58,98,66,93,73,86,78,78,81,68,83,57,84,47,85,36,19,34,24,31,29,30,35,31,41,33,54,33,60,30,67,29,73,30,78,34,48,38,49,45,49,53,49,60,43,64,46,65,49,66,53,65,56,63,27,38,30,36,35,36,38,38,34,39,30,39,58,38,62,35,67,35,71,37,67,38,62,38,38,76,41,74,45,72,49,73,53,72,57,74,61,76,57,79,53,81,49,82,45,81,41,79,40,76,45,76,49,76,53,76,59,76,53,76,49,76,45,76
./faces_resize/708442419bcb61b5d358c32b76ab5bfe--cute-black-boys-black-male-models.jpg,9,38,9,48,11,58,12,68,16,77,22,86,29,92,37,97,48,97,58,96,66,91,71,83,76,75,78,65,79,55,80,45,80,36,15,33,20,29,26,29,33,31,39,33,52,33,59,31,65,29,71,28,76,31,46,40,47,46,47,53,48,60,40,64,44,65,48,66,51,65,55,64,23,39,27,37,32,37,36,40,32,41,27,41,55,40,60,36,65,36,68,38,65,40,60,40,34,77,38,74,43,72,48,73,52,72,57,74,61,76,57,81,52,83,48,83,43,83,38,81,36,77,43,76,48,77,52,76,59,77,52,76,47,77,43,76
./faces_resize/7186337._SY540_.jpg,3,43,6,55,9,65,13,76,18,85,25,92,34,97,46,100,57,99,68,98,77,93,84,86,88,76,90,64,90,52,90,41,89,30,10,36,15,31,23,29,31,31,39,33,55,32,62,27,69,24,77,23,83,27,48,39,49,48,50,56,51,64,44,69,48,70,52,71,56,69,59,67,21,42,25,38,31,38,36,41,31,43,25,44,59,38,64,33,69,32,74,34,71,37,65,38,37,84,44,81,49,79,54,80,58,78,64,78,70,79,65,84,60,87,56,88,50,88,45,87,40,84,49,82,54,82,59,81,68,80,59,81,55,82,50,82
./faces_resize/7903f6451d286ad236dab30244f01b8c--male-modeling-model-polaroids.jpg,14,33,15,42,16,51,17,60,19,69,23,76,29,83,36,89,44,91,53,90,60,84,67,78,72,71,75,62,77,53,78,44,79,35,19,31,24,28,30,28,36,30,42,33,52,33,58,31,64,29,70,29,75,33,47,37,47,43,47,48,46,54,40,57,43,58,46,59,49,58,53,58,27,37,30,36,34,35,38,38,34,39,30,39,56,39,59,36,64,37,67,39,64,40,60,40,34,69,38,67,43,66,46,67,49,66,53,68,58,71,53,75,49,77,45,77,42,77,38,74,37,70,43,70,46,71,49,71,55,71,49,71,46,71,42,70
./faces_resize/79d4334f48289b03ebdec4e185fbcf44.jpg,2,37,4,49,6,61,8,73,11,84,18,93,27,99,39,102,50,103,62,102,73,98,81,91,87,82,90,71,91,59,93,46,93,33,7,29,13,24,22,23,31,24,39,27,55,25,64,22,73,21,81,22,88,27,47,38,48,48,48,58,48,68,40,71,44,73,49,74,53,73,57,71,19,39,23,37,29,37,34,40,29,41,23,40,61,39,66,36,71,36,77,37,72,39,66,40,33,87,38,84,44,82,49,83,53,82,59,83,64,86,60,90,54,93,49,93,44,93,38,91,35,87,44,86,49,86,53,86,62,86,54,86,49,87,44,86
./faces_resize/820d69e4f1f07dec4d6f867be8855417--beauty-makeup-hair-makeup.jpg,11,34,12,44,14,53,16,63,20,72,25,80,32,87,40,93,49,94,58,92,65,87,71,80,76,72,79,62,81,53,83,44,83,34,16,29,22,26,29,25,35,27,42,29,58,30,63,28,69,26,76,26,81,28,49,38,49,45,49,51,49,58,43,62,46,63,50,63,53,63,56,62,25,37,29,35,34,35,39,39,33,40,28,39,60,39,65,36,70,35,74,38,70,40,65,40,36,74,40,71,46,69,50,70,53,69,58,70,62,73,58,77,54,79,50,80,45,80,40,78,38,74,45,73,50,74,53,73,59,74,53,74,49,74,45,74
./faces_resize/9b912c59cd577d200595858159669194--mens-hairstyles--woman-hairstyles.jpg,12,34,13,43,15,51,16,60,19,68,24,76,29,83,37,88,46,90,55,89,62,83,68,76,72,68,74,59,76,51,78,43,79,34,17,31,23,29,29,30,35,32,41,34,52,34,58,31,63,30,70,29,75,31,46,38,46,44,46,51,45,57,40,60,42,61,46,62,49,61,52,59,24,37,28,35,33,36,37,39,32,40,28,39,55,39,59,36,64,35,68,37,65,39,60,40,34,70,38,68,42,67,46,68,49,67,53,68,58,70,54,74,49,75,46,76,42,75,38,74,36,70,42,70,46,70,49,70,56,70,49,71,46,71,42,71
./faces_resize/_DSC6682_land.jpg,12,39,12,49,14,59,16,68,19,77,24,85,30,92,38,96,47,96,57,96,67,92,75,86,81,77,85,67,87,57,88,46,89,36,14,29,18,25,24,25,30,26,36,29,52,27,58,24,65,23,72,24,78,27,44,37,44,44,44,50,44,57,38,62,41,63,44,64,48,63,52,62,21,39,25,36,30,36,35,40,30,41,25,41,56,39,61,35,66,35,71,37,67,39,62,40,32,75,37,72,42,70,45,71,48,71,54,72,60,75,54,79,48,80,45,81,41,80,37,79,34,75,42,75,45,75,48,75,58,75,48,76,45,76,41,76
./faces_resize/a805f73609e0e694fce4304fe5f20519.jpg,21,37,22,45,23,53,25,62,27,69,31,76,37,82,43,87,50,89,57,88,64,83,71,78,76,71,79,64,81,56,83,47,84,39,25,32,30,29,36,29,41,30,47,33,58,34,64,31,70,30,76,31,80,34,52,39,51,45,51,51,51,57,46,60,48,61,51,62,54,61,56,60,33,38,36,36,41,36,44,40,40,40,36,40,61,41,64,37,69,37,72,40,69,42,64,42,39,69,43,68,48,67,51,68,54,67,58,68,62,70,58,73,54,75,50,75,47,75,43,73,41,70,48,70,51,70,54,70,60,70,54,71,51,71,48,71
